order_item_id,order_id,product_id,quantity,unit_price
160,66,5,2,108.83
161,66,33,2,121.93
162,67,50,1,22.35
163,67,28,3,10.64
164,67,16,2,11.8
165,67,43,1,121.83
166,68,25,1,73.91
167,68,48,1,197.95
168,68,41,1,161.62
169,69,8,1,89.33
170,69,2,2,112.3
171,70,11,1,10.05
172,70,19,1,17.14
173,70,50,2,22.35
174,70,30,2,66.43
175,71,40,2,191.72
176,71,9,1,97.77
177,71,20,2,101.16
178,71,17,2,20.01
179,72,12,1,45.24
180,72,46,3,124.15
181,72,21,1,120.34
182,73,25,3,73.91
183,73,45,1,178.0
184,74,41,2,161.62
185,74,8,2,89.33
186,75,31,3,172.04
187,75,48,1,197.95
188,76,43,1,121.83
189,76,50,2,22.35
190,76,34,1,62.68
191,76,3,1,135.71
192,77,16,3,11.8
193,77,40,1,191.72
194,77,31,2,172.04
195,77,31,1,172.04
196,78,22,1,61.62
197,78,12,1,45.24
198,78,25,2,73.91
199,78,7,1,176.57
200,79,33,3,121.93
201,80,24,1,27.42
202,80,35,3,182.96
203,80,36,2,18.57
204,81,29,2,98.79
205,81,28,3,10.64
206,81,41,3,161.62
207,82,48,3,197.95
208,82,49,3,151.24
209,82,28,2,10.64
210,83,50,1,22.35
211,83,39,2,33.64
212,83,41,3,161.62
213,84,43,2,121.83
214,84,48,2,197.95
215,85,23,1,85.67
216,85,25,1,73.91
217,85,19,2,17.14
218,86,41,1,161.62
219,86,34,2,62.68
220,87,31,3,172.04
221,87,22,1,61.62
222,88,29,1,98.79
223,89,28,1,10.64
224,89,15,2,23.31
225,89,20,1,101.16
226,90,9,3,97.77
227,91,45,3,178.0
228,91,22,1,61.62
229,91,41,2,161.62
230,91,34,1,62.68
231,92,28,2,10.64
232,93,42,1,59.21
233,93,7,1,176.57
234,93,44,2,196.64
235,93,42,1,59.21
236,94,45,2,178.0
237,94,46,2,124.15
238,94,43,2,121.83
239,94,50,2,22.35
240,95,43,1,121.83
241,95,9,1,97.77
242,95,17,1,20.01
243,95,2,3,112.3
244,96,25,1,73.91
245,96,31,2,172.04
246,97,9,2,97.77
247,97,31,2,172.04
248,97,40,2,191.72
249,97,27,3,149.13
250,98,30,3,66.43
251,98,44,1,196.64
252,99,5,2,108.83
253,100,18,1,26.82
254,101,19,3,17.14
255,101,15,1,23.31
256,101,28,3,10.64
257,101,28,2,10.64
258,102,30,3,66.43
259,102,4,1,150.19
260,102,20,1,101.16
261,103,16,3,11.8
262,103,15,1,23.31
263,104,10,3,198.16
264,104,36,3,18.57
265,104,14,3,187.19
266,105,34,3,62.68
267,105,5,1,108.83
268,105,1,3,162.76
269,106,2,2,112.3
270,106,49,3,151.24
271,107,7,1,176.57
272,107,34,1,62.68
273,107,37,3,30.8
274,108,9,2,97.77
275,108,18,1,26.82
276,108,46,1,124.15
277,109,28,2,10.64
278,109,12,1,45.24
279,109,15,3,23.31
280,110,46,1,124.15
281,110,44,2,196.64
282,110,6,3,91.1
283,110,32,1,145.96
284,111,23,3,85.67
285,112,20,3,101.16
286,112,36,3,18.57
287,112,17,1,20.01
288,113,12,1,45.24
289,113,4,1,150.19
290,114,42,1,59.21
291,114,8,1,89.33
292,114,2,1,112.3
293,115,25,1,73.91
294,115,7,3,176.57
295,115,42,1,59.21
296,116,38,3,84.41
297,116,39,3,33.64
298,116,42,1,59.21
299,116,8,3,89.33
300,117,2,1,112.3
301,117,9,3,97.77
302,117,25,2,73.91
303,118,45,2,178.0
304,118,9,3,97.77
305,118,43,1,121.83
306,118,24,1,27.42
307,119,42,1,59.21
308,119,17,1,20.01
309,119,46,1,124.15
310,120,50,1,22.35
311,120,10,3,198.16
312,121,23,3,85.67
313,121,35,1,182.96
314,122,5,2,108.83
315,122,47,1,181.71
316,122,12,1,45.24
317,122,4,2,150.19
318,123,23,3,85.67
319,123,41,3,161.62
320,123,49,1,151.24
321,123,9,2,97.77
322,124,32,1,145.96
323,125,46,3,124.15
324,125,13,2,82.95
325,125,2,2,112.3
326,126,40,3,191.72
327,126,42,1,59.21
328,126,46,3,124.15
329,127,14,3,187.19
330,127,30,2,66.43
331,127,24,2,27.42
332,128,28,3,10.64
333,128,35,1,182.96
334,128,28,1,10.64
335,129,29,3,98.79
336,130,12,3,45.24
337,131,40,1,191.72
338,131,48,1,197.95
339,132,47,3,181.71
340,132,27,1,149.13
341,132,30,1,66.43
342,132,21,1,120.34
343,133,2,2,112.3
344,134,25,2,73.91
345,134,12,2,45.24
346,134,38,2,84.41
347,134,9,2,97.77
348,135,50,3,22.35
349,135,25,3,73.91
350,135,33,3,121.93
351,136,48,2,197.95
352,136,44,1,196.64
353,137,1,3,162.76
354,138,4,2,150.19
355,138,39,2,33.64
356,138,5,3,108.83
357,138,34,2,62.68
358,139,34,2,62.68
359,140,48,3,197.95
360,140,13,2,82.95
361,140,20,1,101.16
362,141,33,1,121.93
363,141,47,2,181.71
364,141,11,2,10.05
365,141,19,2,17.14
366,142,8,1,89.33
367,143,40,3,191.72
368,144,9,2,97.77
369,144,44,3,196.64
370,144,11,3,10.05
371,145,25,3,73.91
372,145,39,1,33.64
373,145,3,3,135.71
374,146,26,2,109.28
375,146,8,3,89.33
376,146,19,2,17.14
377,147,10,3,198.16
378,148,34,2,62.68
379,148,11,3,10.05
380,148,35,2,182.96
381,148,36,2,18.57
382,149,13,1,82.95
383,149,9,1,97.77
384,149,11,3,10.05
385,149,21,1,120.34
386,150,45,2,178.0
387,150,24,3,27.42
388,150,45,1,178.0
389,150,17,1,20.01
390,151,44,1,196.64
391,151,20,1,101.16
392,151,10,1,198.16
393,152,8,3,89.33
394,152,38,1,84.41
395,152,46,2,124.15
396,152,26,3,109.28
397,153,2,1,112.3
398,153,47,1,181.71
399,153,7,1,176.57
400,153,42,2,59.21
401,154,17,3,20.01
402,154,30,3,66.43
403,154,27,3,149.13
404,155,8,1,89.33
405,155,48,1,197.95
406,155,27,1,149.13
407,155,32,2,145.96
408,156,13,2,82.95
409,156,16,1,11.8
410,156,33,2,121.93
411,157,9,1,97.77
412,158,28,1,10.64
413,158,41,3,161.62
414,158,17,3,20.01
415,159,49,1,151.24
416,159,19,3,17.14
417,160,32,3,145.96
418,161,11,1,10.05
419,162,12,2,45.24
420,162,35,1,182.96
421,163,46,1,124.15
422,164,20,2,101.16
423,164,2,1,112.3
424,164,3,1,135.71
425,164,50,1,22.35
426,165,22,1,61.62
427,165,28,3,10.64
428,165,37,2,30.8
429,165,21,3,120.34
430,166,31,2,172.04
431,167,38,1,84.41
432,167,46,1,124.15
433,167,15,3,23.31
434,168,37,3,30.8
435,168,43,3,121.83
436,168,28,2,10.64
437,169,44,3,196.64
438,170,38,1,84.41
439,171,28,2,10.64
440,171,46,1,124.15
441,172,46,2,124.15
442,172,47,3,181.71
443,173,7,2,176.57
444,173,26,3,109.28
445,174,5,3,108.83
446,174,44,1,196.64
447,174,49,2,151.24
448,175,36,1,18.57
449,175,35,1,182.96
450,175,41,3,161.62
451,176,34,3,62.68
452,176,50,2,22.35
453,176,24,3,27.42
454,176,41,2,161.62
455,177,24,1,27.42
456,178,17,2,20.01
457,178,1,2,162.76
458,179,16,1,11.8
459,180,6,2,91.1
460,181,28,1,10.64
461,181,29,1,98.79
462,182,24,2,27.42
463,182,35,3,182.96
464,183,46,3,124.15
465,183,47,1,181.71
466,183,50,2,22.35
467,184,32,2,145.96
468,184,18,3,26.82
469,184,41,2,161.62
470,184,2,3,112.3
471,185,38,3,84.41
472,185,40,2,191.72
473,186,15,2,23.31
474,186,11,2,10.05
475,187,30,1,66.43
476,187,28,2,10.64
477,187,48,2,197.95
478,187,25,3,73.91
479,188,11,1,10.05
480,188,38,2,84.41
481,189,46,1,124.15
482,189,18,2,26.82
483,189,18,3,26.82
484,190,26,3,109.28
485,191,50,2,22.35
486,192,43,2,121.83
487,193,49,2,151.24
488,193,4,3,150.19
489,193,50,2,22.35
490,194,46,2,124.15
491,194,20,2,101.16
492,194,31,1,172.04
493,195,15,1,23.31
494,195,44,3,196.64
495,195,40,1,191.72
496,195,12,1,45.24
497,196,6,1,91.1
498,196,48,1,197.95
499,196,26,3,109.28
500,197,30,3,66.43
501,197,6,1,91.1
502,197,44,1,196.64
503,198,2,2,112.3
504,199,32,2,145.96
505,199,16,1,11.8
506,200,45,1,178.0
507,201,43,3,121.83
508,201,34,3,62.68
509,201,42,3,59.21
510,202,48,2,197.95
511,202,48,3,197.95
512,202,17,1,20.01
513,203,1,1,162.76
514,203,37,3,30.8
515,204,6,1,91.1
516,204,28,3,10.64
517,205,39,1,33.64
518,205,3,3,135.71
519,205,28,3,10.64
520,206,25,2,73.91
521,206,21,3,120.34
522,206,38,1,84.41
523,206,6,2,91.1
524,207,47,2,181.71
525,208,3,3,135.71
526,208,21,2,120.34
527,208,4,2,150.19
528,208,10,1,198.16
529,209,12,3,45.24
530,209,7,3,176.57
531,209,45,3,178.0
532,210,36,2,18.57
533,211,35,3,182.96
534,212,39,3,33.64
535,212,20,1,101.16
536,213,21,1,120.34
537,214,30,1,66.43
538,214,5,1,108.83
539,214,14,3,187.19
540,214,30,1,66.43
541,215,33,3,121.93
542,215,17,1,20.01
543,215,48,2,197.95
544,216,49,1,151.24
545,216,41,1,161.62
546,217,50,1,22.35
547,217,10,3,198.16
548,218,41,1,161.62
549,218,28,3,10.64
550,218,49,2,151.24
551,218,22,2,61.62
552,219,22,2,61.62
553,219,1,1,162.76
554,219,2,1,112.3
555,220,33,1,121.93
556,221,9,2,97.77
557,221,39,2,33.64
558,221,44,1,196.64
559,222,21,1,120.34
560,222,24,3,27.42
561,222,47,3,181.71
562,222,44,2,196.64
563,223,32,3,145.96
564,223,9,3,97.77
565,224,3,1,135.71
566,224,16,1,11.8
567,224,37,2,30.8
568,225,26,2,109.28
569,225,31,2,172.04
570,225,10,1,198.16
571,226,42,3,59.21
572,226,30,2,66.43
573,226,33,1,121.93
574,227,27,1,149.13
575,228,25,3,73.91
576,228,47,2,181.71
577,228,42,3,59.21
578,228,31,3,172.04
579,229,39,1,33.64
580,229,26,1,109.28
581,230,35,3,182.96
582,230,22,1,61.62
583,230,41,3,161.62
584,230,22,1,61.62
585,231,25,1,73.91
586,231,44,2,196.64
587,231,22,3,61.62
588,232,16,1,11.8
589,232,38,3,84.41
590,233,33,2,121.93
591,233,3,3,135.71
592,233,20,1,101.16
593,234,40,2,191.72
594,234,33,3,121.93
595,234,44,1,196.64
596,235,34,2,62.68
597,235,45,1,178.0
598,235,15,1,23.31
599,235,17,3,20.01
600,236,23,3,85.67
601,237,6,1,91.1
602,237,41,1,161.62
603,237,36,2,18.57
604,237,25,1,73.91
605,238,9,1,97.77
606,239,10,3,198.16
607,239,32,1,145.96
608,239,27,2,149.13
609,239,25,2,73.91
610,240,48,3,197.95
611,240,26,2,109.28
612,240,43,1,121.83
613,240,40,2,191.72
614,241,3,3,135.71
615,242,35,3,182.96
616,243,35,3,182.96
617,243,11,1,10.05
618,244,31,3,172.04
619,244,37,1,30.8
620,245,15,2,23.31
621,245,24,3,27.42
622,245,39,1,33.64
623,245,50,3,22.35
624,246,20,3,101.16
625,247,50,3,22.35
626,248,36,1,18.57
627,248,32,2,145.96
628,248,45,1,178.0
629,248,17,1,20.01
630,249,30,2,66.43
631,249,35,2,182.96
632,249,31,3,172.04
633,249,25,1,73.91
634,250,7,2,176.57
635,251,30,1,66.43
636,251,41,1,161.62
637,252,48,3,197.95
638,252,6,1,91.1
639,253,23,3,85.67
640,253,22,1,61.62
641,253,31,1,172.04
642,253,1,2,162.76
643,254,40,2,191.72
644,255,3,1,135.71
645,255,32,1,145.96
646,255,11,2,10.05
647,256,30,2,66.43
648,257,32,3,145.96
649,257,15,3,23.31
650,257,44,3,196.64
651,257,17,1,20.01
652,258,9,1,97.77
653,258,27,1,149.13
654,258,28,3,10.64
655,258,14,1,187.19
656,259,49,1,151.24
657,260,26,3,109.28
658,260,16,2,11.8
659,260,38,3,84.41
660,261,45,1,178.0
661,261,6,2,91.1
662,262,14,1,187.19
663,262,12,2,45.24
664,262,43,3,121.83
665,263,24,3,27.42
666,263,10,1,198.16
667,264,5,3,108.83
668,265,40,2,191.72
669,265,21,3,120.34
670,265,39,1,33.64
671,266,7,3,176.57
672,267,10,3,198.16
673,268,30,2,66.43
674,268,39,2,33.64
675,268,31,2,172.04
676,268,7,1,176.57
677,269,29,3,98.79
678,269,16,3,11.8
679,269,45,2,178.0
680,269,16,3,11.8
681,270,26,3,109.28
682,270,19,3,17.14
683,270,22,3,61.62
684,270,26,2,109.28
685,271,29,3,98.79
686,271,8,2,89.33
687,271,38,2,84.41
688,272,8,3,89.33
689,272,27,1,149.13
690,272,1,3,162.76
691,273,26,1,109.28
692,273,35,3,182.96
693,273,16,2,11.8
694,273,50,1,22.35
695,274,46,3,124.15
696,275,18,1,26.82
697,275,29,3,98.79
698,275,16,2,11.8
699,276,43,2,121.83
700,276,38,1,84.41
701,277,19,2,17.14
702,277,40,2,191.72
703,278,20,2,101.16
704,279,3,3,135.71
705,279,27,3,149.13
706,280,18,2,26.82
707,280,48,1,197.95
708,280,39,1,33.64
709,280,39,3,33.64
710,281,24,1,27.42
711,281,43,3,121.83
712,281,13,1,82.95
713,281,11,1,10.05
714,282,42,3,59.21
715,282,32,3,145.96
716,282,40,3,191.72
717,282,10,3,198.16
718,283,44,2,196.64
719,283,13,1,82.95
720,283,50,1,22.35
721,284,38,3,84.41
722,285,1,2,162.76
723,285,4,1,150.19
724,285,17,1,20.01
725,285,36,2,18.57
726,286,29,3,98.79
727,287,47,3,181.71
728,287,23,1,85.67
729,287,23,1,85.67
730,288,20,2,101.16
731,288,10,1,198.16
732,289,36,1,18.57
733,289,20,3,101.16
734,290,32,3,145.96
735,291,43,1,121.83
736,291,44,3,196.64
737,291,44,3,196.64
738,291,10,3,198.16
739,292,7,3,176.57
740,292,17,3,20.01
741,292,34,2,62.68
742,293,16,1,11.8
743,293,50,2,22.35
744,293,10,2,198.16
745,294,44,3,196.64
746,294,47,2,181.71
747,295,18,2,26.82
748,295,23,2,85.67
749,295,45,3,178.0
750,296,30,1,66.43
751,296,18,3,26.82
752,296,6,2,91.1
753,296,47,2,181.71
754,297,17,1,20.01
755,297,48,1,197.95
756,297,40,2,191.72
757,298,49,3,151.24
758,298,29,3,98.79
759,299,31,1,172.04
760,299,13,3,82.95
761,300,34,1,62.68
762,301,42,2,59.21
763,301,50,2,22.35
764,301,14,2,187.19
765,301,48,2,197.95
766,302,18,3,26.82
767,302,29,2,98.79
768,302,6,3,91.1
769,302,27,2,149.13
770,303,8,2,89.33
771,303,19,2,17.14
772,304,19,1,17.14
773,304,36,2,18.57
774,304,35,2,182.96
775,304,13,2,82.95
776,305,6,3,91.1
777,306,13,3,82.95
778,306,30,3,66.43
779,306,49,3,151.24
780,306,36,3,18.57
781,307,12,3,45.24
782,308,36,2,18.57
783,308,8,3,89.33
784,308,14,1,187.19
785,309,36,2,18.57
786,309,39,1,33.64
787,309,9,2,97.77
788,310,46,2,124.15
789,310,22,2,61.62
790,311,8,3,89.33
791,311,2,3,112.3
792,311,45,3,178.0
793,311,34,3,62.68
794,312,10,1,198.16
795,312,1,3,162.76
796,312,43,2,121.83
797,313,33,3,121.93
798,313,10,1,198.16
799,314,46,2,124.15
800,315,25,1,73.91
801,316,47,2,181.71
802,316,38,3,84.41
803,316,6,3,91.1
804,316,37,3,30.8
805,317,31,3,172.04
806,318,2,2,112.3
807,318,40,3,191.72
808,318,8,3,89.33
809,318,8,3,89.33
810,319,31,1,172.04
811,319,6,1,91.1
812,319,49,1,151.24
813,320,22,3,61.62
814,320,25,1,73.91
815,320,24,3,27.42
816,321,50,1,22.35
817,321,23,2,85.67
818,321,22,1,61.62
819,321,20,2,101.16
820,322,28,1,10.64
821,322,14,3,187.19
822,323,45,1,178.0
823,323,21,1,120.34
824,323,47,1,181.71
825,323,4,1,150.19
826,324,13,2,82.95
827,324,13,3,82.95
828,324,37,3,30.8
829,324,18,3,26.82
830,325,15,1,23.31
831,325,10,2,198.16
832,325,41,2,161.62
833,325,5,3,108.83
834,326,8,1,89.33
835,326,43,3,121.83
836,327,25,3,73.91
837,327,24,1,27.42
838,328,10,3,198.16
839,328,4,3,150.19
840,328,48,2,197.95
841,328,26,3,109.28
842,329,12,1,45.24
843,330,42,1,59.21
844,330,45,1,178.0
845,331,35,2,182.96
846,332,40,3,191.72
847,332,1,3,162.76
848,332,31,3,172.04
849,333,3,2,135.71
850,333,38,3,84.41
851,333,26,3,109.28
852,334,35,1,182.96
853,334,17,1,20.01
854,334,40,1,191.72
855,334,32,2,145.96
856,335,48,2,197.95
857,335,33,2,121.93
858,336,19,1,17.14
859,336,4,3,150.19
860,336,47,2,181.71
861,336,39,2,33.64
862,337,49,3,151.24
863,337,7,1,176.57
864,337,1,2,162.76
865,338,32,3,145.96
866,338,7,2,176.57
867,339,43,3,121.83
868,339,29,1,98.79
869,340,39,2,33.64
870,340,19,1,17.14
871,341,42,3,59.21
872,341,33,1,121.93
873,341,48,3,197.95
874,342,6,3,91.1
875,342,38,3,84.41
876,343,17,2,20.01
877,343,13,3,82.95
878,343,2,3,112.3
879,344,33,1,121.93
880,345,15,3,23.31
881,345,34,2,62.68
882,345,48,2,197.95
883,345,39,2,33.64
884,346,10,1,198.16
885,346,29,3,98.79
886,347,44,2,196.64
887,347,7,1,176.57
888,347,30,3,66.43
889,347,39,1,33.64
890,348,17,2,20.01
891,348,21,3,120.34
892,348,25,2,73.91
893,349,32,3,145.96
894,349,20,1,101.16
895,349,39,3,33.64
896,350,35,3,182.96
897,351,45,3,178.0
898,351,26,2,109.28
899,351,43,2,121.83
900,352,46,3,124.15
901,352,24,1,27.42
902,353,25,2,73.91
903,353,3,2,135.71
904,353,10,3,198.16
905,353,48,2,197.95
906,354,44,1,196.64
907,354,20,1,101.16
908,354,47,2,181.71
909,355,31,3,172.04
910,355,20,3,101.16
911,355,33,3,121.93
912,356,18,1,26.82
913,356,42,3,59.21
914,356,23,2,85.67
915,357,47,2,181.71
916,357,16,2,11.8
917,357,41,1,161.62
918,357,4,1,150.19
919,358,37,2,30.8
920,358,8,1,89.33
921,359,41,2,161.62
922,360,3,3,135.71
923,360,15,1,23.31
924,360,28,1,10.64
925,360,4,2,150.19
926,361,18,3,26.82
927,362,30,1,66.43
928,362,40,1,191.72
929,362,29,2,98.79
930,363,38,3,84.41
931,363,29,3,98.79
932,363,42,2,59.21
933,364,4,2,150.19
934,365,33,3,121.93
935,365,21,2,120.34
936,365,10,3,198.16
937,365,8,2,89.33
938,366,45,2,178.0
939,366,16,1,11.8
940,366,45,2,178.0
941,366,2,2,112.3
942,367,21,2,120.34
943,368,15,1,23.31
944,368,31,3,172.04
945,369,19,1,17.14
946,369,46,2,124.15
947,369,18,1,26.82
948,370,41,3,161.62
949,370,37,2,30.8
950,370,38,3,84.41
951,371,20,1,101.16
952,371,26,3,109.28
953,371,27,2,149.13
954,371,14,2,187.19
955,372,40,2,191.72
956,372,22,2,61.62
957,372,27,2,149.13
958,372,15,1,23.31
959,373,3,3,135.71
960,373,13,1,82.95
961,373,7,2,176.57
962,374,7,1,176.57
963,374,5,1,108.83
964,374,12,2,45.24
965,375,26,2,109.28
966,375,40,1,191.72
967,376,18,2,26.82
968,376,1,1,162.76
969,376,38,2,84.41
970,376,19,1,17.14
971,377,29,3,98.79
972,378,22,2,61.62
973,379,21,3,120.34
974,379,41,2,161.62
975,379,17,2,20.01
976,379,12,2,45.24
977,380,3,1,135.71
978,381,41,2,161.62
979,381,36,2,18.57
980,382,41,3,161.62
981,382,3,1,135.71
982,382,39,3,33.64
983,383,20,3,101.16
984,383,16,1,11.8
985,383,42,3,59.21
986,383,11,3,10.05
987,384,19,3,17.14
988,384,15,3,23.31
989,385,11,3,10.05
990,386,19,1,17.14
991,386,18,1,26.82
992,386,24,1,27.42
993,387,25,1,73.91
994,387,34,2,62.68
995,388,38,1,84.41
996,389,1,2,162.76
997,389,23,1,85.67
998,390,12,2,45.24
999,390,9,3,97.77
1000,390,19,3,17.14
1001,391,15,1,23.31
1002,392,49,3,151.24
1003,392,34,2,62.68
1004,392,22,3,61.62
1005,392,34,3,62.68
1006,393,44,3,196.64
1007,393,20,1,101.16
1008,393,19,1,17.14
1009,394,12,2,45.24
1010,395,47,2,181.71
1011,395,3,3,135.71
1012,396,32,1,145.96
1013,397,2,1,112.3
1014,397,38,1,84.41
1015,398,25,1,73.91
1016,398,50,1,22.35
1017,399,39,2,33.64
1018,400,30,1,66.43
1019,400,16,2,11.8
1020,401,38,1,84.41
1021,401,16,3,11.8
1022,402,41,1,161.62
1023,402,32,1,145.96
1024,403,3,2,135.71
1025,403,33,1,121.93
1026,403,3,3,135.71
1027,403,45,2,178.0
1028,404,8,2,89.33
1029,404,6,1,91.1
1030,405,25,3,73.91
1031,405,48,3,197.95
1032,405,13,1,82.95
1033,406,46,3,124.15
1034,406,6,3,91.1
1035,406,26,1,109.28
1036,407,7,2,176.57
1037,408,31,3,172.04
1038,408,40,2,191.72
1039,408,10,2,198.16
1040,409,42,1,59.21
1041,409,26,1,109.28
1042,409,7,2,176.57
1043,410,2,2,112.3
1044,410,33,3,121.93
1045,410,45,3,178.0
1046,410,45,1,178.0
1047,411,14,3,187.19
1048,411,9,2,97.77
1049,412,43,3,121.83
1050,412,15,3,23.31
1051,413,6,3,91.1
1052,413,33,3,121.93
1053,413,21,2,120.34
1054,413,49,3,151.24
1055,414,18,2,26.82
1056,414,7,3,176.57
1057,414,33,2,121.93
1058,414,40,3,191.72
1059,415,36,3,18.57
1060,416,5,3,108.83
1061,417,21,1,120.34
1062,418,33,2,121.93
1063,419,24,2,27.42
1064,419,42,1,59.21
1065,420,48,1,197.95
1066,420,13,1,82.95
1067,421,18,2,26.82
1068,421,50,3,22.35
1069,421,22,2,61.62
1070,422,32,1,145.96
1071,423,11,1,10.05
1072,423,8,1,89.33
1073,423,32,3,145.96
1074,424,36,3,18.57
1075,424,2,1,112.3
1076,425,38,3,84.41
1077,426,37,1,30.8
1078,426,11,3,10.05
1079,427,24,2,27.42
1080,427,38,1,84.41
1081,427,7,1,176.57
1082,427,18,1,26.82
1083,428,4,1,150.19
1084,428,41,2,161.62
1085,428,16,3,11.8
1086,429,41,1,161.62
1087,429,35,3,182.96
1088,429,11,3,10.05
1089,429,36,2,18.57
1090,430,33,3,121.93
1091,430,35,2,182.96
1092,431,8,3,89.33
1093,431,17,3,20.01
1094,432,21,2,120.34
1095,433,24,1,27.42
1096,433,27,1,149.13
1097,433,12,1,45.24
1098,434,7,3,176.57
1099,434,10,2,198.16
1100,435,32,3,145.96
1101,435,19,3,17.14
1102,435,17,1,20.01
1103,435,5,3,108.83
1104,436,1,3,162.76
1105,436,35,2,182.96
1106,437,1,1,162.76
1107,437,22,1,61.62
1108,437,15,1,23.31
1109,438,33,2,121.93
1110,438,2,1,112.3
1111,438,34,2,62.68
1112,439,41,3,161.62
1113,439,49,3,151.24
1114,440,39,3,33.64
1115,440,42,1,59.21
1116,440,27,3,149.13
1117,440,38,1,84.41
1118,441,39,1,33.64
1119,441,14,3,187.19
1120,442,48,2,197.95
1121,443,36,3,18.57
1122,444,50,3,22.35
1123,445,48,1,197.95
1124,445,47,3,181.71
1125,446,37,1,30.8
1126,447,13,1,82.95
1127,447,6,3,91.1
1128,447,36,3,18.57
1129,447,32,2,145.96
1130,448,1,1,162.76
1131,448,47,1,181.71
1132,448,7,3,176.57
1133,448,26,2,109.28
1134,449,22,3,61.62
1135,449,6,3,91.1
1136,449,19,1,17.14
1137,449,29,2,98.79
1138,450,27,3,149.13
1139,450,17,3,20.01
1140,450,27,2,149.13
1141,451,23,1,85.67
1142,451,45,1,178.0
1143,451,8,2,89.33
1144,452,14,3,187.19
1145,452,29,1,98.79
1146,452,19,1,17.14
1147,452,2,3,112.3
1148,453,14,1,187.19
1149,453,22,3,61.62
1150,453,29,2,98.79
